iv_gw_beta,iv_spec,fe_tubewells_coef_NOT_used_for_rebound,bridge,gross_central_tco2,rebound_central_tco2,net_central_tco2
0.102323604178707,primary_interact,-0.0229092394443988,delta_stage_pp = beta_IV * intensity; extra_bcm = (delta/100)*extractable_proxy; energy from e_kWh_per_m3_m * lift_m; EF=0.7383,1926822.734214656,280380.75153788354,1646441.9826767724
