iv_beta_stage_pp_per_intensity,delta_stage_at_p50_intensity,delta_stage_at_p75_intensity,delta_stage_at_p90_intensity,p50_intensity,p75_intensity,p90_intensity,gross_abatement_Mt,rebound_Mt,net_abatement_Mt,rebound_offset_share_safe,rebound_offset_share_over_exploited,overclaim_risk_Mt_if_gross_sold_as_net,rebound_social_cost_low_INR_crore,net_abatement_value_low_INR_crore,rebound_social_cost_central_INR_crore,net_abatement_value_central_INR_crore,rebound_social_cost_high_INR_crore,net_abatement_value_high_INR_crore,rebound_social_cost_US_approx_INR_crore,net_abatement_value_US_approx_INR_crore
0.102323604178707,0.07581231850351033,0.29908492306786527,0.9378568216955032,0.7409074290532709,2.9229318637517583,9.165596044267039,1.926822734214656,0.28038075153788355,1.6464419826767724,0.07285877373219,0.3173446316306769,0.28038075153788367,14.019037576894176,82.32209913383862,42.057112730682526,246.96629740151587,112.15230061515341,658.576793070709,420.5711273068253,2469.6629740151584
