rel,coef,se
-3,-0.06324777639765053,0.18381185522441973
-2,-0.0303618110169278,0.223996365958428
0,-0.19979094520780308,0.4516308322880792
1,0.3102559039188383,0.8429530384105783
2,-1.2933690569219598,1.0827505769242778
3,-0.5078460798694145,1.7650990836969482
